463 1.e50 0.0
0.0020000000 7221088.3813348301
0.0070050083 1958804.7007454846
0.0120100167 1087308.9667008051
0.0170150250 731508.5922961158
0.0220200334 539492.9853749902
0.0270250417 420078.9039233350
0.0320300501 339099.4882753417
0.0370350584 280874.0869062745
0.0420400668 237201.5202127751
0.0470450751 203379.6348899944
0.0520500835 176521.6616801404
0.0570550918 154758.9566317732
0.0620601002 136829.6929093162
0.0670651085 121851.8519640825
0.0720701169 109190.8996191856
0.0770751252 98379.0907114369
0.0820801336 89064.3525225359
0.0870851419 80976.8375562597
0.0920901503 73906.4160828288
0.0970951586 67687.1553418637
0.1021001669 62186.3835863997
0.1071051753 57296.8358309001
0.1121101836 52930.9156194680
0.1171151920 49016.4377561785
0.1221202003 45493.4255248532
0.1271252087 42311.6705346973
0.1321302170 39428.8519951017
0.1371352254 36809.0717246652
0.1421402337 34421.7018131536
0.1471452421 32240.4700111428
0.1521502504 30242.7277230116
0.1571552588 28408.8595892283
0.1621602671 26721.8038227045
0.1671652755 25166.6598906578
0.1721702838 23730.3656097085
0.1771752922 22401.4298001529
0.1821803005 21169.7097106505
0.1871853088 20026.2247486238
0.1921903172 18962.9998281705
0.1971953255 17972.9330157409
0.2022003339 17049.6832156413
0.2072053422 16187.5744669854
0.2122103506 15381.5140760595
0.2172153589 14626.9223242364
0.2222203673 13919.6719023878
0.2272253756 13256.0355515499
0.2322303840 12632.6406541638
0.2372353923 12046.4297341670
0.2422404007 11494.6259980934
0.2472454090 10974.7031912874
0.2522504174 10484.3591597505
0.2572554257 10021.4926040027
0.2622604341 9584.1825906111
0.2672654424 9170.6704528381
0.2722704508 8779.3437666900
0.2772754591 8408.7221344912
0.2822804674 8057.4445465796
0.2872854758 7724.2581241034
0.2922904841 7408.0080732527
0.2972954925 7107.6287044284
0.3023005008 6822.1353895422
0.3073055092 6550.6173474099
0.3123105175 6292.2311615411
0.3173155259 6046.1949468989
0.3223205342 5811.7830927545
0.3273255426 5588.3215178355
0.3323305509 5375.1833818064
0.3373355593 5171.7852038931
0.3423405676 4977.5833453409
0.3473455760 4792.0708174985
0.3523505843 4614.7743817636
0.3573555927 4445.2519115021
0.3623606010 4283.0899894391
0.3673656093 4127.9017169882
0.3723706177 3979.3247145839
0.3773756260 3837.0192943719
